WardCode,Population_2011,Population_2012,Population_2013,Population_2014,Population_2015,Population_2016,Population_2017,Population_2018,Population_2019,Population_2020,Population_2021,Population_2022,Square_Kilometres_2011,Square_Kilometres_2012,Square_Kilometres_2013,Square_Kilometres_2014,Square_Kilometres_2015,Square_Kilometres_2016,Square_Kilometres_2017,Square_Kilometres_2018,Square_Kilometres_2019,Square_Kilometres_2020,Square_Kilometres_2021,Square_Kilometres_2022,Population_per_square_kilometre_2011,Population_per_square_kilometre_2012,Population_per_square_kilometre_2013,Population_per_square_kilometre_2014,Population_per_square_kilometre_2015,Population_per_square_kilometre_2016,Population_per_square_kilometre_2017,Population_per_square_kilometre_2018,Population_per_square_kilometre_2019,Population_per_square_kilometre_2020,Population_per_square_kilometre_2021,Population_per_square_kilometre_2022
E05000264,11226,11019,10890,10772,10783,10780,10857,10930,10986,11058,11157,11261,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,17270.76923,16952.30769,16753.84615,16572.30769,16589.23077,16584.61538,16703.07692,16815.38462,16901.53846,17012.30769,17164.61538,17324.61538
E05000265,13413,13123,13037,13278,13279,13298,13338,13386,13452,13482,13531,13588,0.904,0.904,0.904,0.904,0.904,0.904,0.904,0.904,0.904,0.904,0.904,0.904,14837.38938,14516.59292,14421.46018,14688.0531,14689.15929,14710.17699,14754.42478,14807.52212,14880.53097,14913.71681,14967.92035,15030.97345
E05000266,11874,12016,12159,12317,12474,12669,12757,12795,12855,12833,12771,12677,2.613,2.613,2.613,2.613,2.613,2.613,2.613,2.613,2.613,2.613,2.613,2.613,4544.202067,4598.545733,4653.272101,4713.738997,4773.823192,4848.450057,4882.127822,4896.670494,4919.632606,4911.213165,4887.485649,4851.511672
E05000267,13808,14001,14246,14472,14730,14992,15118,15195,15253,15214,15138,15047,1.384,1.384,1.384,1.384,1.384,1.384,1.384,1.384,1.384,1.384,1.384,1.384,9976.878613,10116.32948,10293.3526,10456.6474,10643.06358,10832.36994,10923.4104,10979.04624,11020.95376,10992.77457,10937.86127,10872.10983
E05000268,14573,14672,14827,14996,15151,15421,15497,15524,15546,15530,15480,15452,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,0.931,15653.06122,15759.3985,15925.88614,16107.41139,16273.89903,16563.90977,16645.54243,16674.5435,16698.17401,16680.98818,16627.28249,16597.2073
E05000269,12479,12691,12904,13070,13229,13489,13634,13742,13812,13817,13796,13737,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,8665.972222,8813.194444,8961.111111,9076.388889,9186.805556,9367.361111,9468.055556,9543.055556,9591.666667,9595.138889,9580.555556,9539.583333
E05000270,12565,12728,12983,13297,13490,13739,13916,14009,14085,14077,14021,13941,1.994,1.994,1.994,1.994,1.994,1.994,1.994,1.994,1.994,1.994,1.994,1.994,6301.404213,6383.149448,6511.033099,6668.505517,6765.295888,6890.170512,6978.93681,7025.57673,7063.691073,7059.679037,7031.594784,6991.474423
E05000271,13347,13455,13630,13815,14100,14465,14685,14818,14938,15037,15102,15158,1.562,1.562,1.562,1.562,1.562,1.562,1.562,1.562,1.562,1.562,1.562,1.562,8544.814341,8613.956466,8725.992318,8844.430218,9026.888604,9260.56338,9401.408451,9486.555698,9563.380282,9626.760563,9668.37388,9704.225352
E05000272,11706,11831,11998,12217,12426,12666,12864,13020,13184,13153,13107,13049,2.499,2.499,2.499,2.499,2.499,2.499,2.499,2.499,2.499,2.499,2.499,2.499,4684.273709,4734.293717,4801.120448,4888.755502,4972.388956,5068.427371,5147.659064,5210.084034,5275.710284,5263.305322,5244.897959,5221.688675
E05000273,12740,12817,12933,13019,13151,13371,13450,13488,13525,13648,13746,13830,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,1.055,12075.82938,12148.81517,12258.76777,12340.28436,12465.40284,12673.93365,12748.81517,12784.83412,12819.90521,12936.49289,13029.38389,13109.00474
E05000274,10853,11080,11209,11333,11877,12100,12215,12288,12361,12486,12567,12647,1.652,1.652,1.652,1.652,1.652,1.652,1.652,1.652,1.652,1.652,1.652,1.652,6569.612591,6707.021792,6785.108959,6860.169492,7189.467312,7324.455206,7394.067797,7438.256659,7482.445521,7558.11138,7607.142857,7655.569007
E05000275,14009,14144,14343,14576,14990,15286,15444,15506,15600,16418,17237,18025,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,11389.43089,11499.18699,11660.97561,11850.4065,12186.99187,12427.64228,12556.09756,12606.50407,12682.92683,13347.96748,14013.82114,14654.47154
E05000276,14521,14720,14987,15253,16091,16422,16612,16735,16834,17492,18103,18722,1.883,1.883,1.883,1.883,1.883,1.883,1.883,1.883,1.883,1.883,1.883,1.883,7711.630377,7817.312799,7959.107807,8100.371747,8545.406267,8721.189591,8822.092406,8887.413702,8939.989379,9289.431758,9613.913967,9942.644716
E05000277,14718,14809,14985,15189,15421,15762,15949,16063,16147,16173,16161,16128,1.097,1.097,1.097,1.097,1.097,1.097,1.097,1.097,1.097,1.097,1.097,1.097,13416.5907,13499.54421,13659.98177,13845.94348,14057.42935,14368.27712,14538.74202,14642.6618,14719.23428,14742.93528,14731.99635,14701.91431
E05000278,16063,16283,16559,16853,17166,17529,17749,17885,17983,18259,18476,18693,1.292,1.292,1.292,1.292,1.292,1.292,1.292,1.292,1.292,1.292,1.292,1.292,12432.66254,12602.94118,12816.56347,13044.11765,13286.37771,13567.33746,13737.6161,13842.87926,13918.73065,14132.35294,14300.3096,14468.26625
E05000279,11831,11941,12083,12225,12420,12623,12760,12838,12901,12819,12721,12615,1.095,1.095,1.095,1.095,1.095,1.095,1.095,1.095,1.095,1.095,1.095,1.095,10804.56621,10905.02283,11034.7032,11164.38356,11342.46575,11527.85388,11652.96804,11724.20091,11781.73516,11706.84932,11617.3516,11520.54795
E05000280,14666,14829,15084,15680,16048,16403,16767,17108,17406,17680,17920,18147,1.361,1.361,1.361,1.361,1.361,1.361,1.361,1.361,1.361,1.361,1.361,1.361,10775.90007,10895.66495,11083.02719,11520.94048,11791.3299,12052.16752,12319.61793,12570.16899,12789.12564,12990.4482,13166.78913,13333.57825
E05000281,15139,15961,16940,17215,17451,18204,18510,18723,18891,19673,20457,21205,1.911,1.911,1.911,1.911,1.911,1.911,1.911,1.911,1.911,1.911,1.911,1.911,7922.030351,8352.171638,8864.468864,9008.37258,9131.868132,9525.902669,9686.028257,9797.488226,9885.400314,10294.61015,10704.86656,11096.28467
E05000282,13443,13524,13673,13840,14151,14412,14539,14615,14685,14714,14711,14718,1.398,1.398,1.398,1.398,1.398,1.398,1.398,1.398,1.398,1.398,1.398,1.398,9615.879828,9673.819742,9780.400572,9899.856938,10122.3176,10309.01288,10399.85694,10454.22031,10504.29185,10525.03577,10522.88984,10527.897
E05000283,13505,13579,13692,13766,13829,13950,13906,13822,13755,13604,13482,13341,1.697,1.697,1.697,1.697,1.697,1.697,1.697,1.697,1.697,1.697,1.697,1.697,7958.161461,8001.767826,8068.355922,8111.962286,8149.086623,8220.388922,8194.460813,8144.961697,8105.480259,8016.499705,7944.608132,7861.52033
E05000284,14599,14729,15050,15304,15567,15847,16025,16115,16189,16286,16334,16373,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,9784.852547,9871.983914,10087.13137,10257.37265,10433.64611,10621.31367,10740.61662,10800.93834,10850.53619,10915.5496,10947.72118,10973.86059
E05000285,11437,11428,11399,11505,11569,11548,11596,11661,11741,11731,11716,11685,1.779,1.779,1.779,1.779,1.779,1.779,1.779,1.779,1.779,1.779,1.779,1.779,6428.892636,6423.833614,6407.532322,6467.116358,6503.091625,6491.28724,6518.26869,6554.806071,6599.775155,6594.154019,6585.722316,6568.296796
E05000286,12575,13220,13695,13931,14089,14447,14545,14645,14742,15027,15283,15535,5.631,5.631,5.631,5.631,5.631,5.631,5.631,5.631,5.631,5.631,5.631,5.631,2233.173504,2347.71799,2432.072456,2473.983307,2502.042266,2565.618895,2583.022554,2600.781389,2618.007459,2668.620139,2714.082756,2758.83502
E05000287,11746,11924,12001,12200,12489,13108,13203,13318,13414,13592,13745,13872,1.401,1.401,1.401,1.401,1.401,1.401,1.401,1.401,1.401,1.401,1.401,1.401,8384.01142,8511.063526,8566.024268,8708.065667,8914.346895,9356.174161,9423.982869,9506.067095,9574.589579,9701.641685,9810.849393,9901.498929
E05000288,12535,12615,12706,12933,13030,13723,14911,16177,17491,17852,18164,18445,1.747,1.747,1.747,1.747,1.747,1.747,1.747,1.747,1.747,1.747,1.747,1.747,7175.157413,7220.9502,7273.039496,7402.976531,7458.500286,7855.180309,8535.203205,9259.87407,10012.02061,10218.66056,10397.25243,10558.0996
E05000289,12389,12668,12751,12987,13034,13018,13119,13253,13390,13390,13371,13354,3.575,3.575,3.575,3.575,3.575,3.575,3.575,3.575,3.575,3.575,3.575,3.575,3465.454545,3543.496503,3566.713287,3632.727273,3645.874126,3641.398601,3669.65035,3707.132867,3745.454545,3745.454545,3740.13986,3735.384615
E05000290,11471,11503,11528,11658,11676,11690,11734,11805,11894,11935,11946,11968,4.589,4.589,4.589,4.589,4.589,4.589,4.589,4.589,4.589,4.589,4.589,4.589,2499.673131,2506.646328,2512.094138,2540.42275,2544.345173,2547.395947,2556.984092,2572.455873,2591.850076,2600.784485,2603.181521,2607.975594
E05000291,10774,10775,10762,10855,10866,10825,10859,10900,10967,11062,11130,11183,3.281,3.281,3.281,3.281,3.281,3.281,3.281,3.281,3.281,3.281,3.281,3.281,3283.754953,3284.059738,3280.097531,3308.442548,3311.795184,3299.298994,3309.661689,3322.157879,3342.578482,3371.533069,3392.258458,3408.412069
E05000292,10176,10171,10142,10213,10251,10221,10554,10902,11262,11399,11513,11630,3.295,3.295,3.295,3.295,3.295,3.295,3.295,3.295,3.295,3.295,3.295,3.295,3088.31563,3086.798179,3077.996965,3099.544765,3111.07739,3101.972686,3203.034901,3308.649469,3417.905918,3459.484067,3494.081942,3529.590288
E05000293,11230,11289,11696,11824,11849,11828,11937,12075,12205,12262,12318,12345,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,1.462,7681.25855,7721.614227,8000,8087.5513,8104.651163,8090.287278,8164.842681,8259.233926,8348.153215,8387.140903,8425.444596,8443.912449
E05000294,11224,11247,11145,11212,11170,11110,11109,11133,11161,11153,11145,11119,1.281,1.281,1.281,1.281,1.281,1.281,1.281,1.281,1.281,1.281,1.281,1.281,8761.904762,8779.859485,8700.234192,8752.53708,8719.750195,8672.911788,8672.131148,8690.866511,8712.724434,8706.479313,8700.234192,8679.937549
E05000295,11255,11284,11228,11299,11302,11352,11419,11509,11622,11692,11735,11778,1.765,1.765,1.765,1.765,1.765,1.765,1.765,1.765,1.765,1.765,1.765,1.765,6376.770538,6393.201133,6361.473088,6401.699717,6403.399433,6431.728045,6469.688385,6520.679887,6584.70255,6624.362606,6648.725212,6673.087819
E05000296,12367,12411,12638,12954,12951,12920,12956,13038,13120,13805,14472,15142,1.646,1.646,1.646,1.646,1.646,1.646,1.646,1.646,1.646,1.646,1.646,1.646,7513.365735,7540.097205,7678.00729,7869.987849,7868.165249,7849.331713,7871.202916,7921.020656,7970.838396,8386.998785,8792.223572,9199.27096
E05000297,10108,10151,10265,10372,10523,10322,10345,10388,10427,10455,10472,10488,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3091.131498,3104.281346,3139.143731,3171.865443,3218.042813,3156.574924,3163.608563,3176.75841,3188.685015,3197.247706,3202.446483,3207.33945
E05000298,10499,10533,10542,10608,10641,10707,10727,10802,10861,10957,11050,11144,2.353,2.353,2.353,2.353,2.353,2.353,2.353,2.353,2.353,2.353,2.353,2.353,4461.963451,4476.41309,4480.237994,4508.287293,4522.311942,4550.361241,4558.861028,4590.735232,4615.809605,4656.608585,4696.132597,4736.081598
E05000299,12085,12145,12105,12201,12206,12208,12284,12388,12491,12509,12525,12527,1.613,1.613,1.613,1.613,1.613,1.613,1.613,1.613,1.613,1.613,1.613,1.613,7492.250465,7529.448233,7504.649721,7564.16615,7567.265964,7568.50589,7615.623063,7680.099194,7743.955363,7755.114693,7765.034098,7766.274024
E05000300,11218,11225,11171,11239,11347,11389,11410,11437,11481,11564,11633,11690,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,7332.026144,7336.601307,7301.30719,7345.751634,7416.339869,7443.79085,7457.51634,7475.163399,7503.921569,7558.169935,7603.267974,7640.522876
E05000301,12938,13004,12786,12759,12712,12885,12966,13087,13223,13255,13285,13316,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,8590.969456,8634.794157,8490.039841,8472.111554,8440.903054,8555.776892,8609.561753,8689.907039,8780.212483,8801.460823,8821.381142,8841.965471
E05000302,11763,11725,11744,11810,11748,11682,11669,11683,11723,11738,11739,11752,1.576,1.576,1.576,1.576,1.576,1.576,1.576,1.576,1.576,1.576,1.576,1.576,7463.832487,7439.720812,7451.77665,7493.654822,7454.314721,7412.436548,7404.187817,7413.071066,7438.451777,7447.969543,7448.604061,7456.852792
E05000303,11321,11490,11475,11675,11826,11860,11979,12152,12306,12354,12382,12405,4.456,4.456,4.456,4.456,4.456,4.456,4.456,4.456,4.456,4.456,4.456,4.456,2540.61939,2578.545781,2575.179533,2620.062837,2653.949731,2661.579892,2688.285458,2727.109515,2761.669659,2772.441652,2778.725314,2783.886894
E05000304,11493,11597,11567,11688,11723,12027,12269,12544,12829,12905,12971,13005,1.193,1.193,1.193,1.193,1.193,1.193,1.193,1.193,1.193,1.193,1.193,1.193,9633.696563,9720.871752,9695.725063,9797.150042,9826.487846,10081.30763,10284.15759,10514.6689,10753.56245,10817.26739,10872.59011,10901.08969
E05000305,10458,10534,10593,10650,10693,10446,10459,10473,10511,10710,10891,11067,1.521,1.521,1.521,1.521,1.521,1.521,1.521,1.521,1.521,1.521,1.521,1.521,6875.739645,6925.706772,6964.497041,7001.972387,7030.243261,6867.850099,6876.397107,6885.601578,6910.585141,7041.420118,7160.420776,7276.134122
E05000306,15033,15622,15839,16883,17089,18254,18694,19012,19300,19634,20031,20545,4.201,4.201,4.201,4.201,4.201,4.201,4.201,4.201,4.201,4.201,4.201,4.201,3578.433706,3718.638419,3770.292787,4018.805046,4067.84099,4345.155915,4449.892883,4525.589145,4594.144251,4673.649131,4768.15044,4890.502261
E05000307,12578,12633,12731,12823,12907,12946,13082,13130,13185,13201,13255,13377,6.556,6.556,6.556,6.556,6.556,6.556,6.556,6.556,6.556,6.556,6.556,6.556,1918.547895,1926.937157,1941.885296,1955.918243,1968.730933,1974.679683,1995.424039,2002.745577,2011.134838,2013.575351,2021.812081,2040.420988
E05000308,12520,12608,12744,12917,13168,13203,13340,13384,13423,13575,13747,14013,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3414.23507,3438.232888,3475.320425,3522.497955,3590.946278,3600.490864,3637.851104,3649.850014,3660.48541,3701.936188,3748.841014,3821.379875
E05000309,12023,12091,12142,12220,12270,12280,12380,12399,12406,12376,12407,12494,4.639,4.639,4.639,4.639,4.639,4.639,4.639,4.639,4.639,4.639,4.639,4.639,2591.722354,2606.380685,2617.374434,2634.188403,2644.966588,2647.122225,2668.678595,2672.774305,2674.283251,2667.81634,2674.498814,2693.252856
E05000310,14764,14866,14997,15173,15219,16163,16365,16461,16538,16520,16567,16715,7.761,7.761,7.761,7.761,7.761,7.761,7.761,7.761,7.761,7.761,7.761,7.761,1902.332174,1915.47481,1932.354078,1955.031568,1960.958639,2082.592449,2108.620023,2120.989563,2130.910965,2128.591676,2134.647597,2153.717304
E05000311,12308,12305,12353,12400,12432,12440,12530,12539,12580,12761,12972,13239,2.461,2.461,2.461,2.461,2.461,2.461,2.461,2.461,2.461,2.461,2.461,2.461,5001.219017,5000,5019.504267,5038.602194,5051.605039,5054.85575,5091.426249,5095.083299,5111.743194,5185.290532,5271.028037,5379.52052
E05000312,12706,12774,12929,13289,13880,14361,14627,14777,14929,15082,15307,15588,7.596,7.596,7.596,7.596,7.596,7.596,7.596,7.596,7.596,7.596,7.596,7.596,1672.722486,1681.674566,1702.080042,1749.473407,1827.277514,1890.600316,1925.618747,1945.365982,1965.376514,1985.518694,2015.139547,2052.132701
E05000313,13058,13203,13318,13379,13419,13390,13500,13554,13579,13576,13628,13758,9.788,9.788,9.788,9.788,9.788,9.788,9.788,9.788,9.788,9.788,9.788,9.788,1334.08255,1348.896608,1360.645689,1366.87781,1370.964446,1368.001635,1379.239886,1384.756845,1387.310993,1387.004495,1392.317123,1405.598692
E05000314,12626,12748,12967,13484,13897,14071,14223,14287,14303,14258,14289,14371,3.415,3.415,3.415,3.415,3.415,3.415,3.415,3.415,3.415,3.415,3.415,3.415,3697.218155,3732.942899,3797.071742,3948.462665,4069.399707,4120.351391,4164.860908,4183.601757,4188.286969,4175.10981,4184.187408,4208.199122
E05000315,13002,12997,13005,13053,13270,13260,13366,13382,13405,13452,13555,13719,2.902,2.902,2.902,2.902,2.902,2.902,2.902,2.902,2.902,2.902,2.902,2.902,4480.358374,4478.635424,4481.392143,4497.93246,4572.708477,4569.262578,4605.789111,4611.30255,4619.228119,4635.423846,4670.916609,4727.429359
E05000316,12978,13099,13197,13303,13373,13364,13496,13551,13585,13608,13674,13791,3.049,3.049,3.049,3.049,3.049,3.049,3.049,3.049,3.049,3.049,3.049,3.049,4256.477534,4296.162676,4328.304362,4363.069859,4386.028206,4383.076418,4426.369301,4444.408003,4455.5592,4463.102657,4484.749098,4523.122335
E05000317,13009,13083,13173,13303,13374,13401,13534,13610,13676,13712,13781,13909,3.953,3.953,3.953,3.953,3.953,3.953,3.953,3.953,3.953,3.953,3.953,3.953,3290.91829,3309.638249,3332.405768,3365.292183,3383.253225,3390.083481,3423.728814,3442.954718,3459.650898,3468.757905,3486.213003,3518.593473
E05000318,12536,12534,12626,12786,12975,12987,13116,13151,13182,13182,13252,13387,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,741.7751479,741.6568047,747.1005917,756.5680473,767.7514793,768.4615385,776.0946746,778.1656805,780,780,784.1420118,792.1301775
E05000319,16006,16158,16570,16867,17170,17261,17443,17522,17583,18554,19585,20726,2.866,2.866,2.866,2.866,2.866,2.866,2.866,2.866,2.866,2.866,2.866,2.866,5584.78716,5637.822749,5781.577111,5885.205862,5990.928123,6022.679693,6086.182833,6113.747383,6135.031403,6473.831124,6833.565946,7231.681786
E05000320,13394,13398,13434,13504,13616,13633,13768,13806,13823,13986,14193,14462,2.687,2.687,2.687,2.687,2.687,2.687,2.687,2.687,2.687,2.687,2.687,2.687,4984.741347,4986.229996,4999.627838,5025.679196,5067.36137,5073.688128,5123.930033,5138.072199,5144.398958,5205.061407,5282.098995,5382.210644
E05000321,13602,13727,13903,14104,14395,15140,15376,15480,15576,16526,17562,18679,6.847,6.847,6.847,6.847,6.847,6.847,6.847,6.847,6.847,6.847,6.847,6.847,1986.563458,2004.819629,2030.524317,2059.88024,2102.380605,2211.187381,2245.655031,2260.844165,2274.864904,2413.611801,2564.918943,2728.056083
E05000322,13252,13336,13500,13748,13839,13855,14081,14184,14283,14366,14489,14689,2.646,2.646,2.646,2.646,2.646,2.646,2.646,2.646,2.646,2.646,2.646,2.646,5008.314437,5040.060469,5102.040816,5195.767196,5230.15873,5236.205593,5321.617536,5360.544218,5397.959184,5429.327286,5475.812547,5551.398337
E05000323,12884,12907,13005,13094,13146,13127,13241,13280,13300,13459,13637,13904,22.534,22.534,22.534,22.534,22.534,22.534,22.534,22.534,22.534,22.534,22.534,22.534,571.758232,572.7789119,577.1278956,581.0774829,583.3851069,582.5419366,587.6009586,589.3316766,590.2192243,597.2752285,605.1744031,617.023165
E05000324,13560,13754,13761,13977,14092,14229,14289,14297,14277,14201,14095,13989,2.119,2.119,2.119,2.119,2.119,2.119,2.119,2.119,2.119,2.119,2.119,2.119,6399.244927,6490.797546,6494.100991,6596.035866,6650.306748,6714.959887,6743.27513,6747.050496,6737.612081,6701.746107,6651.722511,6601.698915
E05000325,15162,15934,17932,18329,18525,18772,19638,20411,21196,22637,24052,25476,4.372,4.372,4.372,4.372,4.372,4.372,4.372,4.372,4.372,4.372,4.372,4.372,3467.978042,3644.556267,4101.555352,4192.360476,4237.191217,4293.6871,4491.765782,4668.572736,4848.124428,5177.721866,5501.37237,5827.081427
E05000326,13920,13912,13825,13950,14057,14286,14518,14612,14672,14560,14411,14266,3.277,3.277,3.277,3.277,3.277,3.277,3.277,3.277,3.277,3.277,3.277,3.277,4247.787611,4245.346353,4218.797681,4256.942325,4289.594141,4359.47513,4430.27159,4458.956363,4477.265792,4443.08819,4397.619774,4353.371987
E05000327,11745,11858,11961,12110,12311,12413,12452,12471,12493,12600,12677,12790,2.013,2.013,2.013,2.013,2.013,2.013,2.013,2.013,2.013,2.013,2.013,2.013,5834.575261,5890.710383,5941.877794,6015.896672,6115.74764,6166.418281,6185.79235,6195.230999,6206.15996,6259.314456,6297.565822,6353.700944
E05000328,12716,12888,12845,12996,13069,13174,13233,13247,13253,13180,13067,12961,2.973,2.973,2.973,2.973,2.973,2.973,2.973,2.973,2.973,2.973,2.973,2.973,4277.161117,4335.015136,4320.551631,4371.342079,4395.896401,4431.214262,4451.059536,4455.768584,4457.786747,4433.232425,4395.22368,4359.569458
E05000329,12228,13223,13642,13996,14146,14343,14470,14543,14569,14704,14789,14861,4.058,4.058,4.058,4.058,4.058,4.058,4.058,4.058,4.058,4.058,4.058,4.058,3013.307048,3258.501725,3361.754559,3448.98965,3485.953672,3534.499754,3565.795959,3583.785116,3590.192213,3623.459832,3644.406111,3662.148842
E05000330,7461,7544,7597,7698,7771,7840,7904,7944,7989,7950,7891,7822,15.224,15.224,15.224,15.224,15.224,15.224,15.224,15.224,15.224,15.224,15.224,15.224,490.0814503,495.5333684,499.0147136,505.6489753,510.4440357,514.9763531,519.1802417,521.8076721,524.7635313,522.2017867,518.3263269,513.7940095
E05000331,12317,12589,12721,12959,13108,13542,13702,13835,13956,13923,13870,13787,23.525,23.525,23.525,23.525,23.525,23.525,23.525,23.525,23.525,23.525,23.525,23.525,523.5706695,535.1328374,540.7438895,550.8607864,557.194474,575.642933,582.4442083,588.0977683,593.2412327,591.8384697,589.5855473,586.0573858
E05000332,13013,13170,13221,13441,13579,13744,13805,13844,13874,13894,13953,13978,3.594,3.594,3.594,3.594,3.594,3.594,3.594,3.594,3.594,3.594,3.594,3.594,3620.756817,3664.440735,3678.631052,3739.844185,3778.241514,3824.151363,3841.124096,3851.975515,3860.32276,3865.88759,3882.30384,3889.259878
