WardCode,Year2020_Arson,Year2020_Criminal Damage,Year2020_Burglary Business and Community,Year2020_Domestic Burglary,Year2020_Drug Trafficking,Year2020_Possession of Drugs,Year2020_Dangerous Driving,Year2020_Obscene Publications,Year2020_Other Forgery,Year2020_Other Notifiable Offences,Year2020_Perverting Course of Justice,Year2020_Possession of False Documents,Year2020_Profitting From or Concealing Proceeds of Crime,Year2020_Threat or Possession With Intent to Commit Crimina,Year2020_Possession of Article with Blade or Point,Year2020_Possession of Firearm with Intent,Year2020_Possession of Firearms Offences,Year2020_Possession of Other Weapon,"Year2020_Other Offences Against the State, or Public Order",Year2020_Public Fear Alarm or Distress,"Year2020_Racially or Religiously Aggravated Public Fear, Al",Year2020_Robbery of Business Property,Year2020_Robbery of Personal Property,Year2020_Other Sexual Offences,Year2020_Rape,Year2020_Bicycle Theft,Year2020_Other Theft,Year2020_Shoplifting,Year2020_Theft from Person,Year2020_Aggravated Vehicle Taking,Year2020_Interfering with a Motor Vehicle,Year2020_Theft from a Motor Vehicle,Year2020_Theft or Taking of a Motor Vehicle,Year2020_Violence with Injury,Year2020_Violence without Injury,Year2020_Bigamy,"Year2020_Disclosure, Obstruction, False or Misleading State",Year2020_Absconding from Lawful Custody,Year2020_Bail Offences,Year2020_Perjury,Year2020_Soliciting for Prostitution,Year2021_Arson,Year2021_Criminal Damage,Year2021_Burglary Business and Community,Year2021_Domestic Burglary,Year2021_Drug Trafficking,Year2021_Possession of Drugs,Year2021_Dangerous Driving,Year2021_Obscene Publications,Year2021_Other Forgery,Year2021_Other Notifiable Offences,Year2021_Perverting Course of Justice,Year2021_Possession of False Documents,Year2021_Profitting From or Concealing Proceeds of Crime,Year2021_Threat or Possession With Intent to Commit Crimina,Year2021_Possession of Article with Blade or Point,Year2021_Possession of Firearm with Intent,Year2021_Possession of Firearms Offences,Year2021_Possession of Other Weapon,"Year2021_Other Offences Against the State, or Public Order",Year2021_Public Fear Alarm or Distress,"Year2021_Racially or Religiously Aggravated Public Fear, Al",Year2021_Robbery of Business Property,Year2021_Robbery of Personal Property,Year2021_Other Sexual Offences,Year2021_Rape,Year2021_Bicycle Theft,Year2021_Other Theft,Year2021_Shoplifting,Year2021_Theft from Person,Year2021_Aggravated Vehicle Taking,Year2021_Interfering with a Motor Vehicle,Year2021_Theft from a Motor Vehicle,Year2021_Theft or Taking of a Motor Vehicle,Year2021_Violence with Injury,Year2021_Violence without Injury,Year2021_Bigamy,"Year2021_Disclosure, Obstruction, False or Misleading State",Year2021_Absconding from Lawful Custody,Year2021_Bail Offences,Year2021_Perjury,Year2021_Soliciting for Prostitution,Year2022_Arson,Year2022_Criminal Damage,Year2022_Burglary Business and Community,Year2022_Domestic Burglary,Year2022_Drug Trafficking,Year2022_Possession of Drugs,Year2022_Dangerous Driving,Year2022_Obscene Publications,Year2022_Other Forgery,Year2022_Other Notifiable Offences,Year2022_Perverting Course of Justice,Year2022_Possession of False Documents,Year2022_Profitting From or Concealing Proceeds of Crime,Year2022_Threat or Possession With Intent to Commit Crimina,Year2022_Possession of Article with Blade or Point,Year2022_Possession of Firearm with Intent,Year2022_Possession of Firearms Offences,Year2022_Possession of Other Weapon,"Year2022_Other Offences Against the State, or Public Order",Year2022_Public Fear Alarm or Distress,"Year2022_Racially or Religiously Aggravated Public Fear, Al",Year2022_Robbery of Business Property,Year2022_Robbery of Personal Property,Year2022_Other Sexual Offences,Year2022_Rape,Year2022_Bicycle Theft,Year2022_Other Theft,Year2022_Shoplifting,Year2022_Theft from Person,Year2022_Aggravated Vehicle Taking,Year2022_Interfering with a Motor Vehicle,Year2022_Theft from a Motor Vehicle,Year2022_Theft or Taking of a Motor Vehicle,Year2022_Violence with Injury,Year2022_Violence without Injury,Year2022_Bigamy,"Year2022_Disclosure, Obstruction, False or Misleading State",Year2022_Absconding from Lawful Custody,Year2022_Bail Offences,Year2022_Perjury,Year2022_Soliciting for Prostitution
E05000527,1,34,10,48,3,44,NA,8,NA,0,NA,NA,NA,1,0,NA,0,NA,2,20,5,0,6,7,7,31,34,4,2,0,13,71,21,23,87,NA,NA,NA,NA,NA,NA,1,35,10,45,1,40,NA,1,NA,3,NA,NA,NA,2,2,NA,1,NA,4,35,7,1,15,7,3,48,51,1,8,1,12,66,23,42,104,NA,NA,NA,NA,NA,NA,1,10,0,10,0,5,NA,0,NA,0,NA,NA,NA,0,0,NA,0,NA,1,4,3,0,1,2,6,5,18,1,8,0,2,14,8,18,20,NA,NA,NA,NA,NA,NA
E05000530,5,30,5,32,2,29,1,4,0,0,1,NA,NA,4,1,NA,NA,1,2,21,9,1,6,2,2,43,51,47,2,0,4,35,15,28,71,NA,NA,NA,NA,NA,NA,0,45,13,36,0,12,0,3,1,1,1,NA,NA,0,0,NA,NA,2,5,33,8,3,1,11,10,76,47,39,6,2,6,24,17,35,87,NA,NA,NA,NA,NA,NA,0,8,5,7,0,3,0,4,0,0,0,NA,NA,0,0,NA,NA,0,1,4,0,1,0,7,1,14,13,11,3,1,0,5,3,12,17,NA,NA,NA,NA,NA,NA
E05000531,6,48,15,33,1,40,NA,4,0,1,NA,NA,0,1,3,NA,NA,1,2,33,5,0,11,3,1,52,49,58,5,0,6,55,14,42,95,NA,NA,NA,NA,NA,NA,2,60,17,43,3,34,NA,7,1,0,NA,NA,1,2,3,NA,NA,1,4,49,6,2,10,27,7,111,71,39,20,2,11,36,19,77,112,NA,NA,NA,NA,NA,NA,0,14,7,7,0,7,NA,3,0,0,NA,NA,0,0,2,NA,NA,0,2,10,0,0,3,2,3,18,20,12,9,0,2,11,4,21,29,NA,NA,NA,NA,NA,NA
E05000532,NA,38,13,44,1,20,NA,3,0,1,NA,NA,0,2,3,1,NA,0,7,25,6,1,9,6,3,30,40,17,4,0,13,55,12,33,102,NA,NA,NA,NA,NA,NA,NA,53,3,38,4,17,NA,3,1,0,NA,NA,1,2,0,0,NA,1,1,38,13,0,7,8,8,37,83,21,2,0,6,49,12,47,135,NA,NA,NA,NA,NA,NA,NA,13,1,11,1,0,NA,2,0,0,NA,NA,0,0,0,0,NA,0,1,9,4,0,1,3,0,7,24,4,3,2,3,16,6,7,42,NA,NA,NA,NA,NA,NA
E05000533,0,53,7,36,2,21,NA,1,1,1,1,NA,1,2,0,NA,0,NA,6,18,11,2,8,4,1,15,29,42,1,1,19,62,13,39,95,NA,NA,NA,NA,NA,NA,6,48,7,23,2,16,NA,0,0,1,0,NA,0,0,1,NA,0,NA,6,29,4,2,15,8,4,23,42,14,8,0,7,43,15,62,140,NA,NA,NA,NA,NA,NA,1,7,3,6,1,4,NA,1,0,0,0,NA,0,0,0,NA,2,NA,1,5,2,3,2,1,1,1,12,6,0,0,0,16,9,4,29,NA,NA,NA,NA,NA,NA
E05011095,3,71,80,47,3,132,2,3,0,0,0,NA,1,0,2,0,NA,3,3,45,29,4,65,11,7,245,340,42,158,2,5,45,19,67,169,NA,NA,NA,NA,NA,NA,2,101,112,60,6,147,0,5,1,2,2,NA,2,3,7,1,NA,7,12,93,34,5,92,37,15,249,549,56,312,1,8,46,30,153,248,NA,NA,NA,NA,NA,NA,0,18,16,15,3,34,0,1,0,0,0,NA,1,0,3,0,NA,1,3,16,9,2,19,8,1,28,189,21,92,0,1,10,0,33,42,NA,NA,NA,NA,NA,NA
E05011096,3,74,14,77,4,63,NA,2,1,1,0,NA,NA,3,8,0,3,2,9,58,15,10,52,15,11,42,110,42,40,0,17,68,31,151,253,NA,NA,NA,1,NA,NA,3,101,30,117,10,93,NA,9,1,1,1,NA,NA,2,3,1,2,8,14,86,16,5,58,32,10,44,181,47,64,0,19,86,53,165,331,NA,NA,NA,0,NA,NA,0,27,10,29,1,13,NA,0,0,0,0,NA,NA,0,2,0,0,3,3,19,2,1,10,7,4,8,56,11,25,1,1,11,8,42,79,NA,NA,NA,0,NA,NA
E05011097,1,29,4,34,0,20,NA,NA,NA,0,1,NA,NA,1,2,0,1,0,2,33,8,5,8,6,8,23,36,25,5,0,16,48,16,35,88,NA,NA,NA,NA,NA,NA,0,31,2,35,0,20,NA,NA,NA,2,1,NA,NA,0,4,1,0,4,3,28,2,1,12,8,6,23,76,21,20,2,10,32,34,55,124,NA,NA,NA,NA,NA,NA,0,4,1,12,2,2,NA,NA,NA,0,0,NA,NA,1,0,0,0,1,2,3,0,0,0,0,2,7,12,6,4,0,3,11,2,18,26,NA,NA,NA,NA,NA,NA
E05011098,2,54,26,47,5,144,1,8,0,1,2,NA,1,3,11,0,3,6,7,46,10,7,53,18,9,39,80,26,75,1,16,47,15,95,189,NA,NA,NA,1,NA,NA,2,60,22,85,8,130,1,2,1,1,5,NA,0,5,8,1,0,6,11,70,9,8,47,33,25,46,182,37,117,0,10,46,27,133,275,NA,NA,NA,0,NA,NA,1,16,5,30,3,33,0,2,0,0,0,NA,0,1,0,1,0,1,3,17,4,0,18,8,3,14,53,3,24,0,3,16,6,26,63,NA,NA,NA,0,NA,NA
E05011099,1,20,11,43,0,9,NA,4,NA,NA,1,NA,NA,1,0,NA,NA,1,2,10,7,1,8,9,8,29,24,17,1,0,8,49,22,32,74,NA,NA,NA,NA,NA,NA,1,25,3,47,5,14,NA,1,NA,NA,0,NA,NA,1,3,NA,NA,1,5,15,7,3,6,8,9,18,59,12,7,1,8,61,30,23,107,NA,NA,NA,NA,NA,NA,0,5,1,15,0,0,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,0,1,7,3,2,0,1,3,4,15,6,4,0,4,14,6,6,33,NA,NA,NA,NA,NA,NA
E05011100,2,26,11,63,0,19,1,0,NA,1,NA,NA,NA,0,0,1,0,3,4,18,5,NA,23,4,3,45,32,5,7,2,24,85,21,22,54,NA,NA,NA,NA,NA,NA,1,45,21,55,4,15,1,1,NA,1,NA,NA,NA,0,2,0,2,1,0,36,8,NA,19,9,3,40,53,2,6,0,11,83,27,24,92,NA,NA,NA,NA,NA,NA,0,20,4,13,1,0,0,0,NA,0,NA,NA,NA,1,0,0,0,1,0,5,0,NA,3,0,1,10,14,1,2,0,7,28,12,3,21,NA,NA,NA,NA,NA,NA
E05011101,2,39,7,47,4,38,0,0,0,2,1,NA,NA,0,1,NA,4,2,1,21,2,0,17,7,7,17,46,5,5,1,15,58,15,47,101,NA,NA,NA,NA,NA,NA,1,40,5,40,1,26,1,3,1,2,0,NA,NA,3,1,NA,0,4,4,33,9,2,20,25,6,6,56,2,7,1,15,81,27,56,120,NA,NA,NA,NA,NA,NA,0,10,6,13,0,4,0,1,1,0,1,NA,NA,0,0,NA,0,1,2,8,0,0,4,3,1,0,15,0,2,0,9,29,7,15,34,NA,NA,NA,NA,NA,NA
E05011102,2,56,20,61,12,93,1,3,0,1,0,NA,2,4,12,1,1,4,11,39,19,0,60,19,15,31,101,16,51,NA,16,73,21,131,165,NA,NA,NA,NA,NA,NA,3,90,20,70,8,129,0,7,1,2,1,NA,0,3,4,1,2,14,17,66,18,3,57,39,16,48,125,49,86,NA,20,56,31,170,253,NA,NA,NA,NA,NA,NA,0,16,9,21,2,31,0,1,0,0,0,NA,0,0,0,0,0,2,1,20,2,0,23,5,5,5,27,2,13,NA,0,3,14,28,68,NA,NA,NA,NA,NA,NA
E05011103,2,38,15,88,3,15,0,2,2,NA,0,NA,1,1,3,NA,1,3,4,39,17,7,22,9,2,77,61,37,14,1,16,73,30,59,103,NA,NA,NA,NA,NA,NA,1,75,18,76,3,16,1,5,0,NA,2,NA,0,2,5,NA,0,3,1,50,14,4,24,10,8,73,116,52,30,0,28,81,61,57,135,NA,NA,NA,NA,NA,NA,0,20,10,31,3,6,0,1,0,NA,0,NA,0,0,1,NA,0,1,1,21,6,2,7,8,2,22,26,12,6,0,2,23,19,8,38,NA,NA,NA,NA,NA,NA
E05011104,0,78,47,93,8,204,0,6,0,0,1,0,1,6,2,1,NA,13,12,69,28,7,105,13,18,249,346,71,208,0,11,75,42,139,261,NA,NA,NA,NA,1,NA,3,115,82,111,6,268,2,5,2,2,1,4,0,6,15,0,NA,9,18,127,38,9,118,42,22,270,550,58,340,3,23,125,42,211,375,NA,NA,NA,NA,0,NA,1,32,22,32,1,32,0,0,0,0,0,0,0,1,3,0,NA,3,3,27,10,2,20,11,4,47,192,37,87,0,3,38,10,53,80,NA,NA,NA,NA,0,NA
E05011105,2,46,9,52,3,59,NA,2,0,NA,1,NA,NA,2,3,1,2,4,4,44,5,NA,13,14,12,28,74,0,15,1,17,42,23,83,176,1,NA,NA,NA,NA,NA,6,61,5,55,7,61,NA,5,1,NA,1,NA,NA,1,4,0,0,6,7,63,14,NA,29,22,13,36,89,5,36,2,11,46,19,92,231,0,NA,NA,NA,NA,NA,0,13,1,13,5,6,NA,1,0,NA,1,NA,NA,2,0,1,0,0,0,11,2,NA,9,6,1,7,26,1,8,1,1,11,2,20,49,0,NA,NA,NA,NA,NA
E05011106,3,65,29,72,8,83,0,2,0,0,1,NA,1,0,1,NA,2,2,9,71,14,4,41,9,9,82,111,55,91,0,17,62,26,113,159,NA,NA,NA,NA,NA,NA,5,90,30,91,7,102,1,6,2,1,0,NA,1,5,8,NA,2,9,7,77,17,3,41,12,10,87,182,45,124,3,9,61,28,121,225,NA,NA,NA,NA,NA,NA,1,14,14,27,3,20,0,5,0,0,1,NA,0,0,1,NA,0,0,3,14,2,2,16,7,4,24,58,11,35,1,2,14,15,27,44,NA,NA,NA,NA,NA,NA
E05011107,0,84,30,92,6,182,NA,4,1,0,2,NA,3,8,17,NA,1,16,11,101,40,8,62,23,9,70,162,130,114,NA,13,64,29,170,306,NA,NA,NA,NA,NA,NA,3,148,32,91,10,189,NA,4,4,3,0,NA,0,3,12,NA,2,9,24,120,49,7,61,29,18,94,235,227,191,NA,11,64,23,214,417,NA,NA,NA,NA,NA,NA,0,21,8,18,5,43,NA,2,0,0,0,NA,0,0,1,NA,0,3,4,20,8,2,21,6,6,14,59,31,41,NA,1,12,5,56,79,NA,NA,NA,NA,NA,NA
E05011108,7,68,17,73,5,42,NA,6,1,0,NA,NA,1,3,2,NA,NA,4,9,42,22,3,40,14,16,26,91,15,27,3,7,69,28,92,196,NA,NA,NA,NA,NA,NA,1,91,15,111,9,79,NA,7,4,1,NA,NA,1,3,3,NA,NA,6,9,78,14,0,30,27,20,20,144,25,30,0,14,78,47,120,283,NA,NA,NA,NA,NA,NA,0,27,5,23,6,10,NA,4,0,0,NA,NA,0,3,1,NA,NA,0,2,9,1,1,15,11,7,3,34,6,12,0,5,29,7,28,73,NA,NA,NA,NA,NA,NA
E05011109,4,111,24,54,7,124,0,6,0,1,0,1,2,5,8,1,2,11,7,88,17,10,59,28,12,77,172,71,78,1,13,105,44,170,333,1,NA,0,NA,NA,NA,6,127,45,85,12,144,0,7,2,2,0,1,1,9,9,0,0,7,10,97,16,5,79,42,23,82,214,117,111,1,17,95,73,187,346,0,NA,1,NA,NA,NA,1,19,7,20,4,32,1,2,0,0,1,0,0,1,2,0,1,4,0,30,6,3,15,11,6,15,61,19,30,0,2,30,20,50,95,0,NA,0,NA,NA,NA
E05011110,1,65,9,69,5,53,0,6,0,0,1,NA,0,1,6,0,1,2,6,27,6,3,42,12,14,29,76,2,26,0,5,58,32,121,210,NA,NA,NA,NA,NA,NA,2,69,8,51,5,93,1,7,1,3,0,NA,1,4,6,2,1,3,9,38,10,0,42,15,20,32,118,5,63,1,12,49,31,131,272,NA,NA,NA,NA,NA,NA,0,14,0,18,3,18,0,1,0,0,0,NA,0,2,0,0,1,1,1,10,2,1,17,7,7,2,28,1,14,0,1,11,5,39,69,NA,NA,NA,NA,NA,NA
E05011111,0,32,6,28,0,21,2,5,0,1,NA,NA,0,1,2,NA,2,2,8,23,1,0,26,7,2,15,33,1,8,1,8,38,29,30,94,NA,NA,NA,NA,NA,NA,0,37,4,33,5,24,1,3,1,0,NA,NA,1,0,4,NA,0,5,3,30,10,2,21,24,9,10,75,1,10,0,14,52,37,57,108,NA,NA,NA,NA,NA,NA,1,11,1,7,1,3,0,0,0,0,NA,NA,0,0,2,NA,0,1,0,4,0,1,5,4,0,3,19,1,1,2,2,21,13,12,28,NA,NA,NA,NA,NA,NA
E05011112,3,89,16,66,4,79,0,2,2,0,1,NA,1,2,7,1,1,4,3,73,23,2,54,16,8,155,152,36,121,0,17,84,23,115,210,NA,NA,NA,NA,NA,NA,10,94,49,83,20,90,2,4,3,2,4,NA,0,5,8,1,1,10,6,75,17,2,49,20,12,105,241,60,188,1,21,111,49,129,293,NA,NA,NA,NA,NA,NA,2,19,10,26,6,23,0,1,1,0,0,NA,0,1,2,0,0,1,1,26,10,0,9,4,1,18,55,10,30,0,4,22,14,38,81,NA,NA,NA,NA,NA,NA
E05011113,1,100,31,68,4,45,1,7,1,2,2,NA,2,4,15,1,NA,5,13,94,20,6,47,23,14,71,135,92,63,1,18,77,36,132,235,NA,NA,NA,NA,NA,NA,1,99,47,84,6,65,0,2,1,1,0,NA,0,3,8,1,NA,3,20,105,29,8,61,28,10,72,285,126,118,0,11,77,44,185,334,NA,NA,NA,NA,NA,NA,1,21,8,19,2,15,0,2,1,0,0,NA,0,1,1,0,NA,1,8,16,7,1,22,5,9,22,93,25,34,0,2,43,13,50,72,NA,NA,NA,NA,NA,NA
E05011116,4,77,23,55,14,64,NA,6,0,2,1,2,4,0,11,2,6,4,4,45,19,2,65,17,10,43,94,25,51,1,16,85,40,102,206,NA,NA,NA,NA,NA,NA,5,106,16,107,12,83,NA,4,0,1,0,1,3,9,3,0,1,5,9,90,18,6,36,21,9,46,166,24,78,0,7,77,64,182,292,NA,NA,NA,NA,NA,NA,3,37,6,37,8,13,NA,0,1,0,0,0,0,1,0,0,0,1,2,14,3,3,8,8,1,18,32,5,16,0,1,19,15,37,79,NA,NA,NA,NA,NA,NA
E05011114,4,40,23,34,5,72,1,4,0,NA,NA,NA,1,3,3,NA,1,9,1,42,5,1,31,15,8,41,62,11,65,NA,8,36,9,76,129,NA,NA,NA,0,NA,NA,2,59,18,46,10,84,0,0,1,NA,NA,NA,0,1,3,NA,0,4,8,45,18,1,47,28,17,54,165,16,158,NA,11,29,13,104,168,NA,NA,NA,0,NA,NA,0,12,5,6,3,12,0,0,0,NA,NA,NA,0,1,0,NA,0,1,2,6,2,1,12,5,5,9,77,2,56,NA,1,3,6,29,40,NA,NA,NA,1,NA,NA
E05011115,2,70,16,88,2,75,NA,5,NA,0,0,NA,1,3,5,1,1,5,13,46,24,1,22,18,15,40,92,11,24,1,20,114,26,144,257,NA,NA,0,NA,NA,NA,3,91,25,117,8,57,NA,5,NA,1,2,NA,2,2,3,1,0,7,8,62,25,0,28,35,23,50,161,9,76,2,20,81,53,150,292,NA,NA,1,NA,NA,NA,0,23,8,25,3,15,NA,1,NA,0,0,NA,0,0,0,0,0,2,7,9,0,1,10,8,11,10,35,3,24,0,2,17,12,37,76,NA,NA,0,NA,NA,NA
E05011117,1,45,17,79,2,70,NA,3,0,0,1,NA,1,3,1,1,NA,1,7,29,5,NA,29,8,2,52,48,4,40,NA,15,59,23,43,106,NA,NA,NA,NA,NA,NA,2,49,12,86,5,56,NA,0,1,2,0,NA,0,1,2,1,NA,3,2,41,4,NA,23,12,6,35,97,8,60,NA,16,59,39,65,168,NA,NA,NA,NA,NA,NA,0,5,3,27,1,11,NA,0,0,0,0,NA,1,4,0,0,NA,0,1,5,2,NA,2,4,3,6,64,0,51,NA,0,15,12,19,37,NA,NA,NA,NA,NA,NA
E05000555,1,30,7,16,3,52,1,3,0,1,0,NA,0,2,2,NA,NA,3,8,22,3,1,11,9,2,3,37,19,2,0,17,99,24,43,87,NA,NA,NA,NA,NA,NA,3,58,7,41,1,41,0,6,0,1,2,NA,1,2,0,NA,NA,2,7,32,9,1,6,10,6,5,62,17,5,1,21,83,28,70,130,NA,NA,NA,NA,NA,NA,0,15,4,17,1,11,0,2,1,0,0,NA,0,1,1,NA,NA,0,3,6,4,0,4,5,1,1,9,5,3,0,2,23,10,14,37,NA,NA,NA,NA,NA,NA
E05000556,0,46,5,42,2,28,0,4,NA,2,3,NA,0,3,2,0,NA,3,5,36,8,0,8,5,4,5,42,41,5,NA,7,46,16,71,119,NA,NA,NA,NA,NA,NA,5,46,2,48,4,43,1,3,NA,1,0,NA,1,2,4,0,NA,0,3,27,12,0,27,16,8,1,60,13,5,NA,18,35,38,74,171,NA,NA,NA,NA,NA,NA,1,10,2,12,0,9,0,0,NA,1,0,NA,0,0,1,1,NA,0,1,8,1,1,4,4,2,0,19,9,0,NA,4,18,11,16,44,NA,NA,NA,NA,NA,NA
E05000557,1,19,3,11,1,36,NA,2,0,1,NA,NA,NA,1,1,NA,0,0,3,26,3,NA,3,9,4,1,23,1,1,0,14,69,9,31,100,NA,NA,NA,NA,NA,NA,1,34,3,42,3,23,NA,4,1,1,NA,NA,NA,1,3,NA,1,1,3,10,0,NA,5,11,4,2,38,5,2,2,17,61,20,47,147,NA,NA,NA,NA,NA,NA,0,9,0,18,2,5,NA,0,0,0,NA,NA,NA,0,0,NA,0,0,1,5,0,NA,0,5,1,0,8,0,1,0,1,14,4,9,30,NA,NA,NA,NA,NA,NA
E05000558,3,29,5,27,3,36,NA,3,0,1,NA,NA,NA,1,1,NA,NA,1,2,19,5,0,5,6,6,7,26,14,5,0,12,32,19,28,101,NA,NA,NA,NA,NA,NA,1,47,13,33,3,32,NA,4,1,2,NA,NA,NA,2,1,NA,NA,4,12,27,9,1,14,6,5,5,39,53,4,1,11,49,35,57,135,NA,NA,NA,NA,NA,NA,0,9,3,15,2,9,NA,0,0,0,NA,NA,NA,0,1,NA,NA,0,1,7,1,0,2,6,0,1,6,7,1,0,3,16,5,23,42,NA,NA,NA,NA,NA,NA
E05000559,2,20,6,30,0,28,NA,2,NA,0,1,NA,NA,4,1,NA,0,2,3,12,1,NA,2,2,1,0,15,12,1,1,9,41,8,44,75,NA,NA,NA,NA,NA,NA,2,55,13,20,0,26,NA,4,NA,2,1,NA,NA,1,1,NA,1,0,4,23,6,NA,7,10,7,2,29,6,1,2,6,33,22,47,112,NA,NA,NA,NA,NA,NA,0,7,1,7,2,11,NA,0,NA,0,0,NA,NA,1,1,NA,0,1,0,7,3,NA,1,2,1,1,7,1,0,0,3,11,4,18,18,NA,NA,NA,NA,NA,NA
E05000560,2,14,4,18,NA,41,NA,NA,0,0,NA,NA,NA,0,NA,NA,1,2,1,23,3,NA,2,4,1,5,31,11,0,0,14,32,9,33,70,NA,NA,NA,NA,NA,NA,0,30,9,39,NA,40,NA,NA,1,2,NA,NA,NA,1,NA,NA,0,0,3,17,5,NA,2,8,3,2,52,8,3,0,5,65,10,36,102,NA,NA,NA,NA,NA,NA,0,9,1,15,NA,4,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,0,1,5,2,NA,1,3,0,0,7,2,2,1,1,7,7,6,21,NA,NA,NA,NA,NA,NA
E05000561,1,30,5,20,0,28,NA,2,1,3,NA,NA,0,1,0,0,0,1,4,20,2,0,6,0,1,4,35,41,6,1,5,24,10,33,75,NA,NA,NA,NA,NA,NA,1,33,6,63,0,21,NA,3,0,0,NA,NA,0,1,1,2,0,1,4,24,9,0,5,6,4,11,55,39,6,1,10,43,23,56,124,NA,NA,NA,NA,NA,NA,0,15,2,19,1,6,NA,1,0,0,NA,NA,1,1,0,0,1,1,1,7,0,1,0,0,1,1,17,9,3,0,3,16,7,9,22,NA,NA,NA,NA,NA,NA
E05000562,2,64,7,27,3,37,0,6,0,1,1,NA,NA,7,6,1,1,3,3,53,8,3,14,16,9,13,41,20,4,2,13,52,28,125,210,NA,NA,NA,NA,NA,NA,5,99,11,45,3,32,1,2,1,2,1,NA,NA,2,8,0,1,1,24,55,13,3,19,26,10,11,78,26,6,0,20,97,35,151,337,NA,NA,NA,NA,NA,NA,0,28,0,15,0,10,0,2,1,0,0,NA,NA,2,0,0,0,0,1,8,5,0,7,4,4,3,19,1,2,0,9,26,8,34,67,NA,NA,NA,NA,NA,NA
E05000563,1,28,1,11,3,27,1,0,0,2,0,NA,NA,3,NA,NA,NA,3,1,21,2,2,9,11,3,2,26,10,5,1,13,55,12,23,59,NA,NA,NA,NA,NA,NA,0,40,6,36,1,24,0,0,1,3,1,NA,NA,4,NA,NA,NA,0,1,18,6,1,8,10,3,4,43,26,1,1,28,102,27,43,91,NA,NA,NA,NA,NA,NA,0,13,2,10,1,7,0,1,0,0,0,NA,NA,1,NA,NA,NA,0,0,6,1,0,2,2,0,1,11,11,2,0,4,15,3,9,25,NA,NA,NA,NA,NA,NA
E05000564,6,81,12,47,3,78,NA,2,2,2,1,NA,NA,5,6,1,NA,5,9,68,17,5,22,18,18,43,139,208,60,2,19,61,22,137,241,NA,NA,NA,NA,NA,NA,6,145,29,42,5,69,NA,5,1,2,0,NA,NA,4,6,0,NA,4,20,134,27,5,39,44,15,45,204,294,142,2,22,50,41,190,355,NA,NA,NA,NA,NA,NA,2,29,6,10,2,18,NA,3,0,0,1,NA,NA,2,1,1,NA,2,15,25,3,0,24,7,6,5,56,73,52,0,10,10,5,63,112,NA,NA,NA,NA,NA,NA
E05000565,2,24,1,29,2,29,0,1,1,NA,1,NA,NA,3,2,NA,NA,1,4,26,8,2,7,5,5,5,34,5,3,1,20,57,9,39,106,NA,NA,NA,NA,0,NA,0,37,2,41,5,23,2,0,0,NA,0,NA,NA,3,3,NA,NA,2,9,20,6,1,6,16,5,5,43,3,4,0,19,70,37,50,142,NA,NA,NA,NA,0,NA,0,12,0,5,2,9,0,1,0,NA,0,NA,NA,0,2,NA,NA,0,4,7,0,0,3,6,2,0,14,2,2,0,3,10,3,6,31,NA,NA,NA,NA,1,NA
E05000566,0,28,2,41,1,25,NA,2,0,0,NA,0,NA,1,5,NA,2,0,4,16,4,1,7,5,4,4,28,2,1,NA,14,36,14,36,94,NA,NA,NA,NA,0,NA,1,35,15,27,3,20,NA,2,1,1,NA,1,NA,2,1,NA,0,2,5,37,8,1,7,12,4,1,38,6,1,NA,10,44,20,63,120,NA,NA,NA,NA,1,NA,0,5,0,7,1,2,NA,0,0,0,NA,0,NA,0,0,NA,0,0,1,7,1,0,2,1,2,0,9,2,0,NA,4,4,2,9,34,NA,NA,NA,NA,0,NA
E05000567,2,33,4,25,1,17,NA,4,2,1,0,NA,0,3,4,NA,2,0,6,20,4,1,5,3,1,5,29,4,3,NA,9,47,11,29,75,NA,NA,NA,NA,NA,NA,0,39,8,32,0,24,NA,2,0,1,1,NA,1,2,6,NA,0,2,5,18,3,0,7,13,5,10,67,6,1,NA,8,45,26,56,123,NA,NA,NA,NA,NA,NA,0,4,1,5,1,6,NA,0,0,0,0,NA,0,1,1,NA,0,0,3,5,1,0,8,1,1,1,25,1,0,NA,6,18,9,9,26,NA,NA,NA,NA,NA,NA
E05000568,NA,35,6,44,1,27,1,10,0,3,1,NA,NA,1,3,NA,NA,2,9,27,4,4,5,10,7,13,43,33,0,5,19,71,18,59,147,NA,NA,NA,NA,NA,NA,NA,70,17,33,3,31,0,1,1,2,1,NA,NA,3,3,NA,NA,0,6,45,8,4,9,12,5,12,82,33,5,0,28,68,30,78,196,NA,NA,NA,NA,NA,NA,NA,15,3,15,1,9,0,0,0,1,0,NA,NA,0,0,NA,NA,0,8,15,3,1,1,2,1,2,19,10,3,0,4,16,8,23,51,NA,NA,NA,NA,NA,NA
