WardCode,Year2020_Arson,Year2020_Criminal Damage,Year2020_Burglary Business and Community,Year2020_Domestic Burglary,Year2020_Drug Trafficking,Year2020_Possession of Drugs,Year2020_Dangerous Driving,Year2020_Obscene Publications,Year2020_Other Forgery,Year2020_Other Notifiable Offences,Year2020_Perverting Course of Justice,Year2020_Possession of False Documents,Year2020_Profitting From or Concealing Proceeds of Crime,Year2020_Threat or Possession With Intent to Commit Crimina,Year2020_Possession of Article with Blade or Point,Year2020_Possession of Firearm with Intent,Year2020_Possession of Firearms Offences,Year2020_Possession of Other Weapon,"Year2020_Other Offences Against the State, or Public Order",Year2020_Public Fear Alarm or Distress,"Year2020_Racially or Religiously Aggravated Public Fear, Al",Year2020_Robbery of Business Property,Year2020_Robbery of Personal Property,Year2020_Other Sexual Offences,Year2020_Rape,Year2020_Bicycle Theft,Year2020_Other Theft,Year2020_Shoplifting,Year2020_Theft from Person,Year2020_Aggravated Vehicle Taking,Year2020_Interfering with a Motor Vehicle,Year2020_Theft from a Motor Vehicle,Year2020_Theft or Taking of a Motor Vehicle,Year2020_Violence with Injury,Year2020_Violence without Injury,Year2020_Bigamy,"Year2020_Disclosure, Obstruction, False or Misleading State",Year2020_Absconding from Lawful Custody,Year2020_Bail Offences,Year2020_Perjury,Year2020_Soliciting for Prostitution,Year2021_Arson,Year2021_Criminal Damage,Year2021_Burglary Business and Community,Year2021_Domestic Burglary,Year2021_Drug Trafficking,Year2021_Possession of Drugs,Year2021_Dangerous Driving,Year2021_Obscene Publications,Year2021_Other Forgery,Year2021_Other Notifiable Offences,Year2021_Perverting Course of Justice,Year2021_Possession of False Documents,Year2021_Profitting From or Concealing Proceeds of Crime,Year2021_Threat or Possession With Intent to Commit Crimina,Year2021_Possession of Article with Blade or Point,Year2021_Possession of Firearm with Intent,Year2021_Possession of Firearms Offences,Year2021_Possession of Other Weapon,"Year2021_Other Offences Against the State, or Public Order",Year2021_Public Fear Alarm or Distress,"Year2021_Racially or Religiously Aggravated Public Fear, Al",Year2021_Robbery of Business Property,Year2021_Robbery of Personal Property,Year2021_Other Sexual Offences,Year2021_Rape,Year2021_Bicycle Theft,Year2021_Other Theft,Year2021_Shoplifting,Year2021_Theft from Person,Year2021_Aggravated Vehicle Taking,Year2021_Interfering with a Motor Vehicle,Year2021_Theft from a Motor Vehicle,Year2021_Theft or Taking of a Motor Vehicle,Year2021_Violence with Injury,Year2021_Violence without Injury,Year2021_Bigamy,"Year2021_Disclosure, Obstruction, False or Misleading State",Year2021_Absconding from Lawful Custody,Year2021_Bail Offences,Year2021_Perjury,Year2021_Soliciting for Prostitution,Year2022_Arson,Year2022_Criminal Damage,Year2022_Burglary Business and Community,Year2022_Domestic Burglary,Year2022_Drug Trafficking,Year2022_Possession of Drugs,Year2022_Dangerous Driving,Year2022_Obscene Publications,Year2022_Other Forgery,Year2022_Other Notifiable Offences,Year2022_Perverting Course of Justice,Year2022_Possession of False Documents,Year2022_Profitting From or Concealing Proceeds of Crime,Year2022_Threat or Possession With Intent to Commit Crimina,Year2022_Possession of Article with Blade or Point,Year2022_Possession of Firearm with Intent,Year2022_Possession of Firearms Offences,Year2022_Possession of Other Weapon,"Year2022_Other Offences Against the State, or Public Order",Year2022_Public Fear Alarm or Distress,"Year2022_Racially or Religiously Aggravated Public Fear, Al",Year2022_Robbery of Business Property,Year2022_Robbery of Personal Property,Year2022_Other Sexual Offences,Year2022_Rape,Year2022_Bicycle Theft,Year2022_Other Theft,Year2022_Shoplifting,Year2022_Theft from Person,Year2022_Aggravated Vehicle Taking,Year2022_Interfering with a Motor Vehicle,Year2022_Theft from a Motor Vehicle,Year2022_Theft or Taking of a Motor Vehicle,Year2022_Violence with Injury,Year2022_Violence without Injury,Year2022_Bigamy,"Year2022_Disclosure, Obstruction, False or Misleading State",Year2022_Absconding from Lawful Custody,Year2022_Bail Offences,Year2022_Perjury,Year2022_Soliciting for Prostitution
E05000488,2,58,6,47,6,97,2,3,0,2,NA,NA,0,5,4,0,2,4,6,42,12,0,22,15,7,13,77,9,17,4,16,87,21,68,189,NA,NA,NA,NA,NA,NA,1,79,7,48,5,75,1,5,1,4,NA,NA,1,6,2,1,2,3,9,55,10,1,33,14,10,14,115,11,26,2,13,81,48,114,276,NA,NA,NA,NA,NA,NA,3,14,2,14,1,29,0,1,0,0,NA,NA,0,1,0,0,0,1,3,4,4,0,10,3,4,1,35,2,12,1,1,14,11,25,65,NA,NA,NA,NA,NA,NA
E05000489,8,65,8,42,4,79,NA,3,NA,0,1,0,0,3,2,0,1,7,6,43,3,0,50,19,7,5,62,4,20,1,14,59,30,85,211,NA,NA,NA,NA,NA,NA,3,72,12,60,7,79,NA,8,NA,1,1,1,1,3,5,0,2,2,15,69,21,1,32,36,13,7,89,0,21,0,8,64,39,121,288,NA,NA,NA,NA,NA,NA,0,22,1,15,1,22,NA,4,NA,1,0,0,0,0,2,1,1,2,4,16,5,0,6,8,5,0,29,0,6,1,1,17,10,28,54,NA,NA,NA,NA,NA,NA
E05000490,4,81,14,48,1,72,0,6,0,0,1,1,1,2,5,4,2,5,10,47,29,1,33,23,9,21,111,16,20,5,15,83,33,138,316,NA,NA,0,NA,NA,NA,6,131,10,92,12,62,1,8,1,1,2,0,0,5,9,0,1,8,15,99,51,2,39,37,27,22,189,20,31,3,15,111,77,272,430,NA,NA,1,NA,NA,NA,1,37,0,22,4,18,1,2,0,0,0,0,0,2,0,0,0,8,5,11,3,1,7,11,9,2,44,5,8,1,8,28,17,71,93,NA,NA,0,NA,NA,NA
E05000491,3,66,39,72,2,89,NA,4,0,12,2,1,0,6,1,1,1,3,4,33,14,1,22,16,5,17,97,3,6,2,20,74,34,88,221,NA,NA,NA,NA,NA,NA,2,66,28,73,7,73,NA,7,1,28,0,0,2,2,7,1,2,0,9,58,6,2,34,19,11,8,106,8,6,3,15,44,61,104,238,NA,NA,NA,NA,NA,NA,4,13,9,18,1,23,NA,5,2,10,0,0,0,0,0,0,1,0,3,16,1,1,4,1,6,0,24,2,6,0,4,16,41,29,69,NA,NA,NA,NA,NA,NA
E05000492,1,145,53,148,22,327,1,8,4,3,3,2,3,5,26,NA,2,20,26,136,62,6,183,38,31,206,587,492,573,2,44,227,48,239,547,NA,0,NA,NA,NA,NA,5,234,94,172,18,313,2,13,4,1,2,1,1,9,28,NA,2,26,50,214,98,11,255,100,56,180,1008,972,973,1,47,271,116,413,792,NA,1,NA,NA,NA,NA,0,49,26,39,9,128,0,3,0,2,2,1,1,2,6,NA,0,9,14,55,25,5,89,21,16,38,290,237,388,0,15,72,46,122,229,NA,0,NA,NA,NA,NA
E05000493,0,49,3,58,3,76,0,14,1,0,2,NA,0,4,3,1,1,2,9,24,13,3,31,6,3,6,61,3,21,1,13,75,27,73,181,NA,NA,NA,NA,NA,NA,5,49,2,53,6,94,1,7,0,1,0,NA,1,4,5,0,0,2,4,28,6,1,34,9,15,2,99,6,30,4,13,81,30,109,206,NA,NA,NA,NA,NA,NA,0,12,0,5,1,23,0,0,0,0,1,NA,0,1,3,0,0,1,5,13,2,1,8,5,3,1,20,0,4,0,3,10,10,23,60,NA,NA,NA,NA,NA,NA
E05000494,4,46,3,44,43,149,NA,8,NA,1,0,0,1,3,5,NA,1,10,13,36,9,2,30,14,11,13,64,8,15,1,12,63,17,77,170,NA,NA,NA,NA,NA,NA,5,87,14,49,18,125,NA,6,NA,0,1,1,2,2,4,NA,0,4,18,61,19,2,49,27,10,6,107,10,15,1,7,65,39,116,296,NA,NA,NA,NA,NA,NA,0,13,0,5,9,39,NA,5,NA,0,0,0,1,2,0,NA,0,0,3,9,2,0,6,10,7,1,25,0,9,0,5,28,11,28,49,NA,NA,NA,NA,NA,NA
E05011234,1,45,23,36,3,80,2,8,0,NA,0,0,NA,4,2,NA,NA,1,5,30,2,4,21,15,6,15,69,74,10,0,26,103,32,76,155,NA,NA,NA,NA,NA,NA,1,58,28,48,5,62,2,12,2,NA,2,1,NA,1,3,NA,NA,2,9,56,11,1,16,17,8,13,127,82,11,2,29,122,37,95,189,NA,NA,NA,NA,NA,NA,0,19,5,16,1,17,0,2,0,NA,0,0,NA,1,1,NA,NA,2,1,7,4,0,4,3,4,3,26,18,6,0,2,35,7,27,59,NA,NA,NA,NA,NA,NA
E05011235,1,31,20,34,5,50,1,1,1,1,NA,1,NA,6,2,NA,NA,1,7,23,4,3,19,3,2,4,55,7,7,1,28,78,29,47,115,NA,NA,NA,NA,NA,NA,1,76,24,56,9,35,0,3,1,0,NA,0,NA,6,1,NA,NA,3,6,55,11,5,17,17,6,9,82,22,20,0,42,118,48,74,192,NA,NA,NA,NA,NA,NA,1,10,2,11,1,6,0,1,0,0,NA,0,NA,0,1,NA,NA,2,1,7,3,1,3,6,1,1,18,8,2,0,12,29,15,14,53,NA,NA,NA,NA,NA,NA
E05011236,0,63,9,41,2,17,2,3,NA,1,NA,NA,NA,2,1,0,1,1,2,37,13,0,10,7,3,6,65,15,6,NA,5,63,45,49,136,NA,NA,NA,NA,NA,NA,3,63,15,38,3,21,0,5,NA,0,NA,NA,NA,2,0,1,0,4,5,60,12,2,9,6,11,1,72,25,3,NA,34,70,38,59,167,NA,NA,NA,NA,NA,NA,0,11,5,6,1,6,1,0,NA,0,NA,NA,NA,1,0,0,1,0,1,8,2,0,5,2,2,4,17,6,1,NA,2,18,12,10,38,NA,NA,NA,NA,NA,NA
E05011237,2,45,15,36,8,34,2,12,0,0,1,NA,1,4,3,NA,0,8,3,36,6,0,12,12,6,6,41,17,6,1,12,61,28,61,211,NA,NA,NA,NA,NA,NA,3,58,18,64,3,35,0,6,1,3,2,NA,2,4,3,NA,2,5,4,38,10,1,7,20,8,22,77,63,11,1,20,53,60,88,258,NA,NA,NA,NA,NA,NA,0,15,6,17,2,16,0,1,1,0,0,NA,0,0,0,NA,0,1,0,13,4,0,3,9,2,1,25,14,2,0,1,21,17,18,52,NA,NA,NA,NA,NA,NA
E05011238,1,40,9,46,1,34,2,2,0,NA,NA,NA,1,1,1,NA,1,1,4,23,8,NA,6,7,3,6,50,3,2,0,23,71,46,45,119,NA,NA,NA,NA,NA,NA,8,50,14,46,5,20,1,3,1,NA,NA,NA,0,5,4,NA,0,1,7,31,6,NA,4,15,12,3,78,3,6,1,27,111,65,61,167,NA,NA,NA,NA,NA,NA,0,14,4,23,0,4,0,0,0,NA,NA,NA,0,1,0,NA,0,0,0,3,4,NA,2,7,3,1,29,0,1,0,5,19,16,13,61,NA,NA,NA,NA,NA,NA
E05011239,1,37,5,38,3,27,0,3,0,0,3,NA,0,1,1,0,NA,NA,6,25,5,3,22,13,7,4,53,31,6,2,31,101,53,56,120,NA,NA,NA,1,NA,NA,0,51,17,54,2,30,1,6,2,1,0,NA,1,4,3,0,NA,NA,1,41,8,2,16,11,4,1,63,61,11,1,48,142,62,74,172,NA,NA,NA,0,NA,NA,0,7,5,8,1,2,0,4,0,0,0,NA,1,0,0,1,NA,NA,1,11,0,0,4,3,1,0,15,21,1,0,11,37,9,15,41,NA,NA,NA,0,NA,NA
E05011240,0,53,5,18,10,50,NA,2,NA,NA,1,NA,NA,0,3,0,0,4,8,36,8,3,19,7,10,4,55,5,27,2,28,77,33,68,195,NA,NA,NA,NA,NA,NA,2,75,6,61,7,57,NA,8,NA,NA,2,NA,NA,5,2,1,1,3,7,48,18,0,36,21,9,4,97,6,49,1,14,82,49,108,292,NA,NA,NA,NA,NA,NA,0,26,3,13,1,6,NA,1,NA,NA,0,NA,NA,2,0,0,0,1,3,13,4,0,5,2,1,2,41,5,17,0,8,17,25,28,89,NA,NA,NA,NA,NA,NA
E05011241,2,45,6,43,22,62,1,3,1,0,NA,NA,1,2,1,NA,0,1,5,22,12,3,19,11,4,9,91,47,15,0,27,71,38,50,148,NA,NA,NA,NA,NA,NA,6,67,14,61,15,62,1,5,3,1,NA,NA,0,3,3,NA,2,2,6,55,11,2,22,13,11,5,150,45,20,2,30,73,60,80,243,NA,NA,NA,NA,NA,NA,1,15,3,13,2,12,0,2,0,0,NA,NA,0,1,1,NA,0,0,1,13,2,0,2,7,3,2,52,9,6,0,9,24,17,22,61,NA,NA,NA,NA,NA,NA
E05011242,4,31,9,32,0,38,NA,2,NA,NA,1,NA,NA,3,1,1,0,4,1,38,10,3,6,7,7,4,61,26,10,NA,16,52,39,56,138,NA,NA,NA,NA,NA,NA,1,60,19,38,6,16,NA,4,NA,NA,0,NA,NA,4,3,0,0,3,8,53,8,1,19,18,15,11,69,33,18,NA,16,88,56,84,215,NA,NA,NA,NA,NA,NA,0,18,11,13,3,3,NA,1,NA,NA,0,NA,NA,1,1,0,1,1,1,9,3,2,6,7,4,0,33,8,8,NA,8,24,12,21,52,NA,NA,NA,NA,NA,NA
E05011243,4,31,9,43,5,25,1,4,NA,0,0,NA,NA,6,0,1,NA,0,8,46,6,3,15,14,11,3,65,37,8,1,19,55,40,56,165,1,NA,NA,NA,NA,NA,5,45,11,57,2,26,0,8,NA,2,1,NA,NA,2,2,0,NA,3,7,33,8,0,14,19,7,7,103,22,21,0,38,118,64,74,206,0,NA,NA,NA,NA,NA,0,9,6,10,2,5,0,1,NA,0,0,NA,NA,0,1,0,NA,3,2,9,6,0,9,4,2,0,35,8,3,0,4,20,11,18,41,0,NA,NA,NA,NA,NA
E05011244,0,66,21,31,5,91,NA,2,0,0,0,NA,1,7,4,1,1,5,5,42,17,1,28,13,7,19,85,38,25,2,17,67,47,85,207,NA,NA,NA,NA,NA,NA,4,78,13,54,10,84,NA,4,2,0,4,NA,0,8,3,0,0,5,4,77,18,4,37,24,25,33,153,68,32,3,18,106,71,143,345,NA,NA,NA,NA,NA,NA,4,24,8,14,8,22,NA,2,1,1,0,NA,0,0,0,0,0,2,0,13,2,0,7,3,5,1,40,13,12,0,3,26,19,17,68,NA,NA,NA,NA,NA,NA
E05011245,NA,53,6,37,7,30,0,6,1,2,1,NA,2,3,5,NA,2,3,1,30,16,NA,10,4,6,8,57,7,5,NA,17,53,49,56,187,NA,1,NA,NA,NA,NA,NA,80,16,42,8,34,3,9,2,4,2,NA,1,7,2,NA,0,1,6,43,18,NA,19,22,14,11,121,17,5,NA,31,75,73,121,307,NA,0,NA,NA,NA,NA,NA,12,4,12,3,5,0,4,0,0,0,NA,0,1,0,NA,0,2,0,15,2,NA,5,4,4,2,45,16,3,NA,7,32,15,22,65,NA,0,NA,NA,NA,NA
E05011246,0,91,44,38,20,160,3,3,0,1,1,0,0,3,2,NA,0,6,7,83,25,5,69,25,25,40,290,430,261,1,23,129,23,156,294,NA,NA,NA,NA,NA,NA,6,123,47,60,9,188,1,5,4,0,2,1,0,7,7,NA,1,8,20,129,39,17,128,26,31,64,465,471,401,1,13,117,32,212,502,NA,NA,NA,NA,NA,NA,2,30,18,13,2,59,0,1,0,2,0,0,1,0,0,NA,0,5,2,26,5,4,36,10,3,6,139,86,134,1,2,23,12,52,108,NA,NA,NA,NA,NA,NA
E05011247,6,55,11,53,18,115,1,6,1,2,1,0,1,2,4,2,1,9,7,42,9,1,34,15,3,5,98,21,54,NA,19,106,26,99,233,NA,0,NA,NA,NA,NA,1,100,11,76,6,103,2,9,1,1,1,0,1,1,4,0,2,4,10,82,31,1,60,21,16,17,168,34,99,NA,21,95,60,157,343,NA,1,NA,NA,NA,NA,0,14,4,19,2,18,0,3,0,0,0,1,0,0,0,0,0,1,2,16,2,3,14,5,6,3,52,6,28,NA,2,19,26,38,79,NA,0,NA,NA,NA,NA
E05011248,0,49,2,45,6,71,1,3,0,3,3,1,1,0,0,0,2,0,4,32,12,1,15,5,7,4,34,4,10,2,25,70,54,55,161,NA,NA,NA,NA,NA,NA,6,72,2,65,6,48,0,2,2,3,1,0,0,2,4,1,1,0,12,37,12,1,24,15,11,4,74,5,9,0,17,107,90,73,254,NA,NA,NA,NA,NA,NA,4,19,0,13,2,12,0,1,0,0,0,0,0,1,0,0,0,3,2,6,2,1,3,3,2,0,19,1,5,0,5,21,30,24,59,NA,NA,NA,NA,NA,NA
E05011249,1,30,8,27,2,14,NA,3,NA,NA,1,NA,1,2,2,NA,0,2,5,14,5,1,5,3,2,8,35,26,2,1,8,45,34,22,62,NA,NA,NA,NA,NA,NA,1,31,8,14,1,7,NA,2,NA,NA,0,NA,0,1,1,NA,1,0,2,28,7,4,5,24,5,6,42,35,2,0,23,64,34,31,63,NA,NA,NA,NA,NA,NA,0,8,5,5,0,1,NA,0,NA,NA,0,NA,0,0,0,NA,0,0,0,5,3,0,8,1,2,2,15,23,1,0,2,13,7,10,19,NA,NA,NA,NA,NA,NA
E05011250,0,25,6,30,1,69,1,6,2,1,NA,1,NA,2,1,0,NA,3,3,16,5,1,16,6,5,2,47,9,5,2,17,58,40,51,108,NA,1,NA,NA,NA,NA,4,51,8,40,7,34,0,9,0,0,NA,0,NA,1,4,1,NA,2,9,37,9,0,17,14,15,5,101,16,9,0,19,82,47,91,217,NA,0,NA,NA,NA,NA,1,7,0,14,2,20,0,13,0,0,NA,0,NA,1,0,0,NA,0,2,6,5,1,8,4,3,2,34,3,2,0,5,22,8,25,45,NA,0,NA,NA,NA,NA
E05011251,2,90,13,27,10,66,4,4,1,2,0,NA,1,3,7,1,2,3,5,49,17,0,24,19,9,9,74,9,13,2,19,69,38,179,334,NA,NA,NA,NA,NA,NA,3,110,14,49,3,38,0,4,0,0,2,NA,1,4,3,1,1,6,3,73,29,5,13,48,30,10,146,51,26,0,19,72,40,248,458,NA,NA,NA,NA,NA,NA,0,37,7,11,2,28,0,2,0,0,0,NA,0,3,0,0,0,1,1,19,4,0,7,17,5,0,30,3,8,0,3,21,16,69,115,NA,NA,NA,NA,NA,NA
E05011252,1,22,9,48,5,9,NA,3,0,0,NA,NA,NA,1,1,NA,NA,1,2,21,5,1,6,6,1,12,43,24,7,2,26,72,33,33,85,NA,NA,NA,NA,NA,NA,1,39,15,41,5,23,NA,4,1,3,NA,NA,NA,2,3,NA,NA,0,2,28,6,2,7,16,2,12,61,38,16,1,21,82,61,52,131,NA,NA,NA,NA,NA,NA,1,6,2,17,0,4,NA,1,0,0,NA,NA,NA,0,0,NA,NA,0,0,8,4,3,2,1,4,1,28,12,6,0,9,25,15,11,22,NA,NA,NA,NA,NA,NA
E05011253,1,60,27,53,35,119,NA,3,NA,0,NA,2,1,5,5,1,2,3,11,46,15,0,34,12,20,15,91,3,25,0,37,117,36,94,238,NA,0,NA,NA,NA,NA,7,90,21,73,9,181,NA,3,NA,2,NA,0,0,10,7,0,1,6,8,63,15,3,63,36,33,27,148,9,55,1,25,129,68,159,362,NA,1,NA,NA,NA,NA,4,17,8,11,1,25,NA,0,NA,0,NA,0,0,0,1,0,0,0,5,13,3,0,16,8,9,1,56,1,12,0,4,25,18,28,82,NA,0,NA,NA,NA,NA
E05011254,1,17,5,25,2,33,3,2,NA,0,NA,NA,NA,0,2,NA,1,1,3,11,2,0,16,8,1,5,79,0,4,1,15,55,13,38,57,NA,NA,NA,NA,NA,NA,0,30,6,32,4,46,0,4,NA,2,NA,NA,NA,0,2,NA,0,1,2,9,5,0,13,19,4,4,46,5,9,1,9,43,36,44,79,NA,NA,NA,NA,NA,NA,0,3,0,11,1,4,0,1,NA,0,NA,NA,NA,1,1,NA,0,0,2,1,0,1,0,8,0,1,11,0,3,0,1,19,10,9,32,NA,NA,NA,NA,NA,NA
E05011255,NA,38,25,61,3,26,0,1,0,NA,0,0,1,1,1,0,NA,1,6,24,5,2,19,9,7,18,50,31,12,1,25,81,40,44,97,NA,NA,1,NA,0,NA,NA,55,25,68,2,28,0,4,2,NA,5,1,1,2,1,1,NA,0,7,46,6,6,15,22,10,13,90,29,18,2,31,140,53,73,139,NA,NA,0,NA,0,NA,NA,19,4,14,3,5,1,2,0,NA,0,0,0,0,0,0,NA,0,2,8,3,2,5,4,0,0,16,13,3,0,7,34,4,20,33,NA,NA,0,NA,1,NA
E05000516,2,21,3,32,0,8,1,4,NA,0,NA,NA,NA,1,1,NA,NA,0,2,20,6,NA,9,9,2,36,52,6,2,NA,21,43,26,27,76,NA,NA,NA,NA,NA,NA,6,36,15,40,1,7,0,4,NA,1,NA,NA,NA,1,2,NA,NA,1,1,19,9,NA,2,11,5,29,61,6,4,NA,15,63,34,31,77,NA,NA,NA,NA,NA,NA,0,6,6,15,0,1,0,1,NA,0,NA,NA,NA,0,0,NA,NA,0,1,15,2,NA,0,2,1,6,10,1,3,NA,9,26,9,5,23,NA,NA,NA,NA,NA,NA
E05000517,2,20,10,75,1,19,NA,1,2,NA,0,NA,NA,1,1,0,NA,2,2,15,3,2,4,7,1,68,30,20,5,1,9,69,29,22,47,NA,NA,NA,NA,NA,NA,1,26,15,57,0,18,NA,0,0,NA,1,NA,NA,0,2,1,NA,0,1,19,1,0,9,1,1,25,45,24,5,1,17,92,27,26,62,NA,NA,NA,NA,NA,NA,0,5,3,6,0,2,NA,0,0,NA,0,NA,NA,0,0,0,NA,0,3,5,0,2,1,2,1,7,11,12,1,0,5,34,7,7,21,NA,NA,NA,NA,NA,NA
E05000518,2,21,3,49,2,15,1,2,NA,1,NA,NA,NA,NA,0,NA,NA,NA,5,28,3,0,1,5,3,27,34,11,4,0,9,54,17,29,63,NA,NA,NA,NA,NA,NA,0,31,10,41,0,9,0,1,NA,0,NA,NA,NA,NA,3,NA,NA,NA,2,28,9,0,5,6,5,39,33,16,4,1,14,50,21,42,88,NA,NA,NA,NA,NA,NA,1,3,2,8,0,2,0,1,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2,3,2,1,0,0,0,6,15,10,2,0,4,9,7,4,8,NA,NA,NA,NA,NA,NA
E05000519,2,35,6,39,3,39,NA,4,0,1,0,NA,NA,2,0,0,1,1,6,26,7,0,10,9,4,28,28,2,4,NA,8,40,9,37,105,NA,NA,NA,NA,NA,NA,4,44,7,44,1,33,NA,4,0,1,2,NA,NA,1,2,1,0,0,2,31,5,1,13,21,4,19,50,4,3,NA,11,51,19,56,131,NA,NA,NA,NA,NA,NA,0,13,5,13,1,6,NA,1,1,0,0,NA,NA,0,0,0,0,1,0,7,2,0,3,1,0,3,14,0,3,NA,3,7,5,9,33,NA,NA,NA,NA,NA,NA
E05000520,0,38,7,37,2,19,NA,1,1,NA,1,NA,NA,1,0,NA,1,1,1,19,3,NA,11,5,1,21,30,3,1,1,9,30,12,34,83,NA,NA,NA,NA,NA,NA,4,62,10,45,3,10,NA,4,0,NA,1,NA,NA,1,2,NA,0,0,3,28,4,NA,3,13,13,23,48,3,1,1,6,26,14,41,115,NA,NA,NA,NA,NA,NA,0,9,0,5,2,4,NA,2,0,NA,0,NA,NA,1,1,NA,0,0,0,4,1,NA,1,0,2,2,16,4,1,0,1,8,4,8,19,NA,NA,NA,NA,NA,NA
E05000521,2,39,3,29,0,14,NA,6,NA,0,NA,NA,NA,1,NA,0,NA,1,5,22,12,3,9,8,7,9,28,18,4,1,14,59,13,56,142,NA,NA,NA,NA,NA,NA,3,59,7,30,2,16,NA,0,NA,1,NA,NA,NA,3,NA,2,NA,0,8,30,2,1,8,14,7,25,45,27,6,1,6,38,18,62,153,NA,NA,NA,NA,NA,NA,1,12,0,6,1,2,NA,0,NA,0,NA,NA,NA,1,NA,0,NA,0,1,7,4,0,2,4,1,2,16,17,3,0,2,13,4,11,53,NA,NA,NA,NA,NA,NA
E05000522,NA,38,3,36,0,30,0,3,0,2,2,NA,NA,0,3,1,NA,0,0,17,5,1,6,7,6,33,29,10,0,1,10,35,13,34,82,NA,NA,NA,NA,NA,NA,NA,41,16,40,2,28,1,5,1,1,0,NA,NA,5,2,0,NA,1,1,30,8,0,4,9,5,42,32,11,5,0,7,22,18,32,126,NA,NA,NA,NA,NA,NA,NA,9,1,15,0,2,0,1,0,0,1,NA,NA,1,0,0,NA,0,3,10,1,0,1,5,1,8,11,1,3,0,1,2,3,11,25,NA,NA,NA,NA,NA,NA
E05000523,0,21,0,20,2,21,NA,6,NA,3,1,NA,0,3,1,0,NA,2,6,14,2,1,14,10,9,6,28,2,2,1,20,48,12,47,145,NA,NA,NA,NA,NA,NA,1,41,4,36,1,25,NA,2,NA,1,0,NA,1,3,1,1,NA,0,1,31,6,0,12,13,11,16,37,9,1,0,14,55,20,66,177,NA,NA,NA,NA,NA,NA,0,15,1,7,1,4,NA,0,NA,0,0,NA,0,0,0,0,NA,0,1,6,1,0,3,10,2,1,11,1,1,0,4,18,13,15,43,NA,NA,NA,NA,NA,NA
E05000524,2,44,7,60,2,21,NA,6,NA,0,NA,NA,NA,2,1,NA,NA,0,1,28,6,2,8,6,3,33,50,26,6,1,20,96,25,32,91,NA,NA,NA,NA,NA,NA,1,46,19,57,0,20,NA,1,NA,3,NA,NA,NA,0,0,NA,NA,1,4,28,6,0,9,13,4,45,62,56,7,0,21,95,37,32,111,NA,NA,NA,NA,NA,NA,0,10,4,11,2,2,NA,1,NA,0,NA,NA,NA,0,0,NA,NA,0,4,4,0,1,0,1,3,8,18,7,2,0,8,31,8,15,24,NA,NA,NA,NA,NA,NA
E05000525,0,53,7,82,0,27,NA,2,NA,NA,0,NA,NA,1,3,NA,0,NA,12,27,8,0,10,10,4,60,53,12,4,6,15,62,32,27,109,NA,NA,NA,NA,NA,NA,1,51,17,66,2,13,NA,2,NA,NA,1,NA,NA,4,1,NA,1,NA,5,34,6,2,17,18,6,37,59,24,5,1,13,80,30,30,108,NA,NA,NA,NA,NA,NA,0,15,5,12,1,5,NA,2,NA,NA,0,NA,NA,0,0,NA,0,NA,2,10,0,0,1,5,1,5,6,9,2,0,3,15,8,9,22,NA,NA,NA,NA,NA,NA
E05000526,2,39,7,52,2,31,NA,0,0,0,NA,NA,NA,2,0,NA,0,0,6,36,13,1,3,7,3,28,64,55,3,1,18,112,24,34,123,NA,NA,NA,NA,NA,NA,0,69,14,64,0,23,NA,4,2,2,NA,NA,NA,1,1,NA,1,1,5,35,4,1,4,18,4,31,83,29,7,1,19,115,27,51,113,NA,NA,NA,NA,NA,NA,0,23,5,17,0,7,NA,0,1,0,NA,NA,NA,0,1,NA,1,2,2,8,2,1,1,3,3,6,23,7,1,0,6,22,9,13,35,NA,NA,NA,NA,NA,NA
E05000528,2,62,18,49,1,59,NA,1,0,0,2,NA,2,0,4,0,1,2,6,56,15,2,17,16,2,104,89,52,41,NA,9,87,16,69,114,NA,NA,NA,NA,NA,NA,6,95,38,57,0,42,NA,3,2,2,0,NA,0,2,0,1,0,1,9,72,12,4,29,13,6,94,159,110,99,NA,12,177,19,100,189,NA,NA,NA,NA,NA,NA,0,26,7,16,0,11,NA,0,0,0,0,NA,0,1,0,0,0,1,2,21,5,2,8,5,0,18,62,33,45,NA,6,40,14,25,51,NA,NA,NA,NA,NA,NA
E05000529,0,30,4,41,0,28,1,0,NA,NA,NA,NA,NA,1,0,NA,NA,1,1,12,5,1,4,4,3,33,29,4,4,NA,11,41,19,29,71,NA,NA,NA,NA,NA,NA,2,36,6,27,1,14,0,2,NA,NA,NA,NA,NA,2,4,NA,NA,2,2,29,5,0,12,11,2,36,48,7,6,NA,9,29,19,47,103,NA,NA,NA,NA,NA,NA,0,9,2,8,3,0,0,1,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,8,0,0,4,6,1,11,11,2,0,NA,4,4,6,10,20,NA,NA,NA,NA,NA,NA
